,동-연번,상세위치,도로명주소,위도,경도
253,서빙고동-5,"전신주 옆, 쓰레기 수거 거점지역 등",서울특별시 용산구 서빙고로71길 29,37.5230395,126.9955175
254,서빙고동-6,다세대 주택 앞,서울특별시 용산구 서빙고로71길 41,37.5230395,126.9955175
255,서빙고동-7,"전신주 옆, 쓰레기 수거 거점지역",서울특별시 용산구 서빙고로71길 65-2,37.5230395,126.9955175
256,서빙고동-8,다세대 주택 밀집,서울특별시 용산구 서빙고로75길 34,37.5220402,126.9968633
257,서빙고동-9,경로당 주변,서울특별시 용산구 서빙고로75가길 23,37.5235521,126.9966199
258,서빙고동-10,"전신주, 의류수거함 주변",서울특별시 용산구 서빙고로79길 11,37.5218522,126.9973813
259,서빙고동-11,전신주옆 등,서울특별시 용산구 서빙고로79가길 32,37.5233843,126.9969075
260,서빙고동-12,"전신주, 의류수거함 주변",서울특별시 용산구 서빙고로91가길 8,37.5227282,126.9991508
261,서빙고동-13,다세대 주택 밀집 지역,서울특별시 용산구 서빙고로91나길 16-4,37.5226981,126.9978682
262,서빙고동-14,다세대 주택 밀집 지역,서울특별시 용산구 서빙고로91나길 16-16,37.5226981,126.9978682
263,서빙고동-15,"전신주 옆,  쓰레기 수거 거점지역 등",서울특별시 용산구 서빙고로91나길 43,37.5226981,126.9978682
264,서빙고동-16,"전신주 옆, 도로변 등",서울특별시 용산구 서빙고로91나길 96,37.5226981,126.9978682
265,서빙고동-17,"전신주 옆, 나대지 등",서울특별시 용산구 녹사평대로14길 23-1,37.5232649,126.9946702
266,서빙고동-18,다세대 주택 앞,서울특별시 용산구 녹사평대로14길 36,37.5232649,126.9946702
267,서빙고동-19,전신주 옆,서울특별시 용산구 서빙고로91길 76,37.5226197,126.9996953
268,보광동-1,"공중전화 박스 옆, 음식점 앞",서울특별시 용산구 보광로 43,37.5330546,126.9944068
269,보광동-2,전신주 옆,서울특별시 용산구 보광로 51,37.5330546,126.9944068
270,보광동-3,전신주 및 담장 옆,서울특별시 용산구 우사단로2길 30,37.5295311,126.9990775
271,보광동-4,"빌라 앞, 화단 옆",서울특별시 용산구 우사단로2길 45,37.5295311,126.9990775
272,보광동-5,"전신주 옆, 공원 앞",서울특별시 용산구 우사단로2길 61,37.5295311,126.9990775
273,보광동-6,일반 주택 담장 옆,서울특별시 용산구 우사단로4길 13,37.5309808,126.9987065
274,보광동-7,계단 아래,서울특별시 용산구 우사단로4길 19,37.5309808,126.9987065
275,보광동-8,"전신주 옆, 공가 앞",서울특별시 용산구 우사단로4길 29,37.5309808,126.9987065
276,보광동-9,"전신주 옆, 계단 아래",서울특별시 용산구 우사단로4길 41,37.5309808,126.9987065
277,보광동-10,일반 주택 앞,서울특별시 용산구 우사단로4길 57,37.5309808,126.9987065
278,보광동-11,일반 주택 담장 옆,서울특별시 용산구 우사단로4길 67,37.5309808,126.9987065
279,보광동-12,담장 및 비상소화장치함 옆,서울특별시 용산구 우사단로4길 88-1,37.5309808,126.9987065
280,보광동-13,"의류수거함 옆, 계단 위",서울특별시 용산구 우사단로10길 76,37.5322647,126.9992454
281,보광동-14,"일반 주택 담장 옆, 골목입구",서울특별시 용산구 우사단로10길 86,37.5322647,126.9992454
282,보광동-15,일반 주택 기둥 옆,서울특별시 용산구 우사단로10길 156,37.5322647,126.9992454
283,보광동-16,빌라 앞,서울특별시 용산구 우사단로10길 166,37.5322647,126.9992454
284,보광동-17,담장 옆,서울특별시 용산구 우사단로10길 174-1,37.5322647,126.9992454
285,보광동-18,"슈퍼 앞, 계단 위",서울특별시 용산구 우사단로4라길 3,37.5300028,126.9997683
286,보광동-19,공원 앞,서울특별시 용산구 우사단로2가길 14,37.5302097,127.0010136
287,보광동-20,일반 주택 담장 및 전신주 옆,서울특별시 용산구 우사단로2나길 7,37.5297187,127.0005082
288,보광동-21,빌라 앞,서울특별시 용산구 우사단로2나길 10,37.5297187,127.0005082
289,보광동-22,일반 주택 담장 및 전신주 옆,서울특별시 용산구 보광로31길 6,37.5284681,126.9974609
290,보광동-23,"전신주 및 슈퍼 옆, 경사로면",서울특별시 용산구 장문로45바길 26,37.5305679,127.0020526
291,보광동-24,전신주 옆,서울특별시 용산구 장문로45바길 19,37.5305679,127.0020526
292,보광동-25,"전신주 옆, 경사로면",서울특별시 용산구 장문로41길 9,37.5276792,127.0027525
293,보광동-26,전신주 옆,서울특별시 용산구 보광로14길 29,37.5276652,127.0001686
294,보광동-27,계단 아래,서울특별시 용산구 장문로6길 106,37.5273199,126.9949885
295,보광동-28,담장 옆,서울특별시 용산구 우사단로 10길,0.0,0.0
296,보광동-29,"20 맞은편, 전신주 옆",서울특별시 용산구 보광로 14길,0.0,0.0
297,보광동-30,36 옆 전신주,서울특별시 용산구 보광로 12가길,0.0,0.0
298,보광동-31,19 맞은편,서울특별시 용산구 보광로 30가길,0.0,0.0
299,보광동-32,담장 옆,서울특별시 용산구 장문로 45라길,0.0,0.0
300,보광동-33,24길 9 맞은편,서울특별시 용산구 보광로 24길,0.0,0.0
301,보광동-34,담장 옆,서울특별시 용산구 우사단로 6길,0.0,0.0
302,보광동-35,45가길 33 맞은편 전신주 옆,서울특별시 용산구 장문로 45가길,0.0,0.0
303,보광동-36,45가길 27 맞은편 ,서울특별시 용산구 장문로 45가길,0.0,0.0
304,보광동-37,경로당 맞은편,서울특별시 용산구 보광로 7길,0.0,0.0
305,보광동-38,옆 담장 전신주,서울특별시 용산구 장문로 45바길,0.0,0.0
306,보광동-39,45바길 11 맞은편 담장,서울특별시 용산구 장문로 45바길,0.0,0.0
307,보광동-40,45바길 7 건물입구 앞,서울특별시 용산구 장문로 45바길,0.0,0.0
